LABEL,SVC(C=10),GaussianNB(),DecisionTreeClassifier(),"LogisticRegression(C=10, solver='liblinear')","RandomForestClassifier(criterion='entropy', n_estimators=250)"
1416,False,False,False,False,False,False
1417,False,False,False,False,False,False
1418,False,False,False,False,False,False
1419,False,False,False,False,False,False
1420,False,False,False,False,False,False
1421,False,False,False,False,True,False
1422,False,False,False,False,False,False
1423,False,False,False,False,False,False
1424,False,False,False,False,False,False
1425,False,False,False,False,False,False
1426,False,False,False,False,False,False
1427,False,False,False,False,False,False
1428,False,False,False,False,False,False
1429,False,False,False,False,False,False
1430,False,False,False,False,False,False
1431,False,False,False,False,False,False
1432,False,False,False,False,False,False
1433,False,False,False,False,False,False
1434,False,False,False,False,False,False
1435,False,False,False,False,False,False
1436,False,False,False,False,False,False
1437,False,False,False,False,False,False
1438,False,False,False,False,False,False
1439,False,False,False,False,False,False
1440,False,False,False,False,False,False
1441,False,False,False,False,False,False
1443,False,False,False,False,False,False
1444,False,False,False,False,False,False
1445,False,False,False,False,False,False
1446,False,False,False,False,False,False
1447,False,False,False,False,False,False
1448,False,False,False,False,False,False
1449,False,False,False,False,False,False
1450,False,False,False,False,False,False
1451,False,False,False,False,False,False
1452,False,False,False,False,False,False
1453,False,False,False,False,False,False
1454,False,False,False,False,False,False
1455,False,False,False,False,False,False
1456,False,False,False,False,False,False
1457,False,False,False,False,False,False
1458,False,False,False,False,False,False
1459,False,False,False,False,False,False
1460,False,False,False,False,False,False
1461,False,False,False,False,False,False
1462,False,False,False,False,False,False
1463,False,False,False,False,False,False
1464,False,False,False,False,False,False
1465,False,False,False,False,False,False
1466,False,False,False,False,False,False
1467,False,False,False,False,False,False
1468,False,False,False,False,False,False
1469,False,False,False,False,False,False
1470,False,False,False,False,False,False
1471,False,False,False,False,False,False
1472,False,False,False,False,False,False
1473,False,False,False,False,False,False
1474,False,False,False,False,False,False
1475,False,False,False,False,False,False
1476,False,False,False,False,True,False
1477,False,False,False,False,False,False
1478,False,False,False,False,False,False
1479,False,False,False,False,False,False
1480,False,False,False,False,False,False
1481,False,False,False,False,False,False
1482,False,False,False,False,False,False
1483,False,False,False,False,False,False
1484,False,False,False,False,False,False
1485,False,False,False,False,False,False
1486,False,False,False,False,False,False
1487,False,False,False,False,False,False
1488,False,False,False,False,False,False
1489,False,False,False,False,False,False
1490,False,False,False,False,False,False
1491,False,False,False,False,False,False
1492,False,False,False,False,False,False
1493,False,False,False,False,False,False
1494,False,False,False,False,False,False
1495,False,False,False,False,False,False
1496,False,False,False,False,False,False
1497,False,False,False,False,False,False
1498,False,False,False,False,False,False
1499,False,False,False,False,False,False
1500,False,False,False,False,False,False
1501,False,False,False,False,False,False
1502,False,False,False,False,False,False
1503,False,False,False,False,False,False
1504,False,False,False,False,False,False
1505,False,False,False,False,False,False
1506,False,False,False,False,False,False
1507,False,False,False,False,False,False
1508,False,False,False,False,False,False
1509,False,False,False,False,False,False
1510,False,False,False,False,False,False
1511,False,False,False,False,False,False
1513,False,False,False,False,False,False
1514,False,False,False,False,False,False
1515,False,False,False,False,False,False
1516,False,False,False,False,False,False
1517,False,False,False,False,False,False
1518,False,False,False,False,False,False
1519,False,False,False,False,False,False
1520,False,False,False,False,False,False
1521,False,False,False,False,False,False
1522,False,False,False,False,False,False
1523,False,False,False,False,False,False
1524,False,False,False,False,False,False
1525,False,False,False,False,False,False
1527,False,False,False,False,False,False
1529,False,False,False,False,False,False
1530,False,False,False,False,False,False
1531,False,False,False,False,False,False
1532,False,False,False,False,False,False
1533,False,False,False,False,False,False
1534,False,False,False,False,False,False
1535,False,False,False,False,False,False
1536,False,False,False,False,False,False
1537,False,False,False,False,False,False
1538,False,False,False,False,False,False
1539,False,False,False,False,False,False
1540,False,False,False,False,False,False
1541,False,False,False,False,False,False
1542,False,False,False,False,False,False
1543,False,False,False,False,False,False
1544,False,False,False,False,False,False
1545,False,False,False,False,False,False
1546,False,False,False,False,False,False
1547,False,False,False,False,False,False
1548,False,False,False,False,False,False
1549,False,False,False,False,True,False
1550,False,False,False,False,False,False
1551,False,False,False,False,False,False
1554,False,False,False,False,False,False
1555,False,False,False,False,False,False
1556,False,False,False,False,False,False
1557,False,False,False,False,False,False
1558,False,False,False,False,False,False
1559,False,False,False,False,False,False
1560,False,False,False,False,False,False
1561,False,False,False,False,False,False
1562,False,False,False,False,False,False
1563,False,False,False,False,False,False
1564,False,False,False,False,False,False
1565,False,False,False,False,False,False
1566,False,False,False,False,False,False
1567,False,False,False,False,False,False
1568,False,False,False,False,False,False
1569,False,False,False,False,False,False
1570,False,False,False,False,False,False
1572,False,False,False,False,False,False
1573,False,False,False,False,False,False
1574,False,False,False,False,False,False
1575,False,False,False,False,False,False
1576,False,False,False,False,False,False
1577,False,False,False,False,False,False
1578,False,False,False,False,False,False
1579,False,False,False,False,False,False
1580,False,False,False,False,False,False
1582,False,False,False,False,False,False
1583,False,False,False,False,False,False
1584,False,False,False,False,False,False
1585,False,False,False,False,False,False
1586,False,False,False,False,False,False
1588,False,False,False,False,False,False
1589,False,False,False,False,False,False
1590,False,False,False,False,False,False
1591,False,False,False,False,False,False
1592,False,False,False,False,False,False
1594,False,False,False,False,False,False
1595,False,False,False,False,False,False
1596,False,False,False,False,False,False
1597,False,False,False,False,False,False
1598,False,False,False,False,False,False
1599,False,False,False,False,False,False
1600,False,False,False,False,False,False
1601,False,False,False,False,False,False
1602,False,False,False,False,False,False
1603,False,False,False,False,False,False
1604,False,False,False,False,False,False
1605,False,False,False,False,False,False
1606,False,False,False,False,False,False
1608,False,False,False,False,False,False
1609,False,False,False,False,False,False
1610,False,False,False,False,False,False
1611,False,False,False,False,False,False
1614,False,False,False,False,False,False
1615,False,False,False,False,False,False
1616,False,False,False,False,False,False
1617,False,False,False,False,False,False
1618,False,False,False,False,False,False
1619,False,False,False,False,False,False
1620,False,False,False,False,False,False
1621,False,False,False,False,False,False
1622,False,False,False,False,False,False
1623,False,False,False,False,False,False
1624,False,False,False,False,False,False
1625,False,False,False,False,False,False
1626,False,False,False,False,False,False
1627,False,False,False,False,False,False
1628,False,False,False,False,False,False
1630,False,False,False,False,False,False
1631,False,False,False,False,False,False
1632,False,False,False,False,False,False
1633,False,False,False,False,False,False
1634,False,False,False,False,False,False
1636,False,False,False,False,False,False
1637,False,False,False,False,False,False
1638,False,False,False,False,False,False
1640,False,False,False,False,False,False
1641,False,False,False,False,False,False
1642,False,False,False,False,False,False
1643,False,False,False,False,False,False
1644,False,False,False,False,False,False
1645,False,False,False,False,False,False
1646,False,False,False,False,False,False
1648,False,False,False,False,False,False
1650,False,False,False,False,False,False
1651,False,False,False,False,False,False
1652,False,False,False,False,False,False
1653,False,False,False,False,False,False
1654,False,False,False,False,False,False
1655,False,False,False,False,False,False
1656,False,False,False,False,False,False
1657,False,False,False,False,False,False
1658,False,False,False,False,False,False
1660,False,False,False,False,False,False
1661,False,False,False,False,False,False
1663,False,False,False,False,False,False
1664,False,False,False,False,False,False
1667,False,False,False,False,False,False
1668,False,False,False,False,False,False
1669,False,False,False,False,False,False
1670,False,False,False,False,False,False
1671,False,False,False,False,False,False
1672,False,False,False,False,False,False
1673,False,False,False,False,False,False
1675,False,False,False,False,False,False
1676,False,False,False,False,False,False
1677,False,False,False,False,False,False
1678,False,False,False,False,False,False
1679,False,False,False,False,False,False
1680,False,False,False,False,False,False
1681,False,False,False,False,False,False
1683,False,False,False,False,False,False
1684,False,False,False,False,False,False
1685,False,False,False,False,False,False
1686,False,False,False,False,False,False
1687,False,False,False,False,False,False
1688,False,False,False,False,False,False
1689,False,False,False,False,False,False
1690,False,False,False,False,False,False
1691,False,False,False,False,False,False
1692,False,False,False,False,False,False
1693,False,False,False,False,False,False
1694,False,False,False,False,False,False
1695,False,False,False,False,False,False
1696,False,False,False,False,False,False
1697,False,False,False,False,False,False
1698,False,False,False,False,False,False
1699,False,False,False,False,False,False
1700,False,False,False,False,False,False
1701,False,False,False,False,False,False
1702,False,False,False,False,False,False
1703,False,False,False,False,False,False
1704,False,False,False,False,False,False
1705,False,False,False,False,False,False
1706,False,False,False,False,False,False
1707,False,False,False,False,False,False
1708,False,False,False,False,False,False
1709,False,False,False,False,False,False
1710,False,False,False,False,False,False
1711,False,False,False,False,False,False
1712,False,False,False,False,False,False
1714,False,False,False,False,False,False
1715,False,False,False,False,False,False
1717,False,False,False,False,False,False
1718,False,False,False,False,False,False
1719,False,False,False,False,False,False
1720,False,False,False,False,False,False
1721,False,False,False,False,False,False
1722,False,False,False,False,False,False
1723,False,False,False,False,False,False
1724,False,False,False,False,False,False
1725,False,False,False,False,False,False
1726,False,False,False,False,False,False
1727,False,False,False,False,False,False
1728,False,False,False,False,False,False
1729,False,False,False,False,False,False
1730,False,False,False,False,False,False
1731,False,False,False,False,False,False
1732,False,False,False,False,False,False
1733,False,False,False,False,False,False
1735,False,False,False,False,False,False
1736,False,False,False,False,False,False
1737,False,False,False,False,False,False
1738,False,False,False,False,False,False
1739,False,False,False,False,False,False
1740,False,False,False,False,False,False
1741,False,False,False,False,False,False
1742,False,False,False,False,False,False
1744,False,False,False,False,False,False
1745,False,False,False,False,False,False
1746,False,False,False,False,False,False
1747,False,False,False,False,False,False
1748,True,True,False,True,True,True
1749,False,False,False,False,False,False
1750,False,False,False,False,False,False
1751,False,False,False,False,False,False
1752,False,False,False,False,False,False
1753,False,False,False,False,False,False
1754,False,False,False,False,False,False
1758,False,False,False,False,False,False
1760,False,False,False,False,False,False
1761,False,False,False,False,False,False
1762,False,False,False,False,False,False
1763,False,False,False,False,False,False
1764,False,False,False,False,False,False
1766,False,False,False,False,False,False
1767,False,False,False,False,False,False
1768,False,False,False,False,False,False
1769,False,False,False,False,False,False
1770,False,False,False,False,False,False
1771,False,False,False,False,False,False
1772,False,False,False,False,False,False
1773,False,False,False,False,False,False
1774,False,False,False,False,False,False
1775,False,False,False,False,False,False
1776,False,False,False,False,False,False
1777,False,False,False,False,False,False
1778,False,False,False,False,False,False
1779,False,False,False,False,False,False
1780,False,False,False,False,False,False
1781,False,False,False,False,False,False
1782,False,False,False,False,False,False
1783,False,False,False,False,False,False
1784,False,False,False,False,False,False
1785,False,False,False,False,False,False
1786,False,False,False,False,False,False
1787,False,False,False,False,False,False
1788,False,False,False,False,False,False
1789,False,False,False,False,False,False
1790,False,False,False,False,False,False
1791,False,False,False,False,False,False
1792,False,False,False,False,False,False
1793,False,False,False,False,False,False
1794,False,False,False,False,False,False
1795,False,False,False,False,False,False
1796,False,False,False,False,False,False
1797,False,False,False,False,False,False
1798,False,False,False,False,False,False
1799,False,False,False,False,False,False
1801,False,False,False,False,False,False
1804,False,False,False,False,False,False
1806,False,False,False,False,False,False
1807,False,False,False,False,False,False
1808,False,False,False,False,False,False
1809,True,True,False,True,False,True
1810,False,False,False,False,False,False
1811,False,False,False,False,False,False
1812,False,False,False,False,False,False
1813,False,False,False,False,False,False
1814,False,False,False,False,False,False
1815,False,False,False,False,False,False
1816,False,False,False,False,False,False
1817,False,False,False,False,False,False
1818,False,False,False,False,False,False
1821,False,False,False,False,False,False
1822,False,False,False,False,False,False
1823,False,False,False,False,False,False
1824,False,False,False,False,False,False
1825,False,False,False,False,False,False
1826,False,False,False,False,False,False
1827,False,False,False,False,False,False
1828,False,False,False,False,False,False
1829,False,False,False,False,False,False
1830,True,True,True,True,False,True
1832,True,True,False,True,True,True
1833,False,False,False,False,False,False
1834,False,False,False,False,False,False
1835,False,False,False,False,False,False
1836,False,False,False,False,False,False
1837,False,False,False,False,False,False
1838,False,False,False,False,False,False
1839,False,False,False,False,False,False
1840,False,False,False,False,False,False
1841,False,False,False,False,False,False
1842,False,False,False,False,False,False
1843,False,False,False,False,False,False
1846,False,False,False,False,False,False
1849,True,True,True,True,True,True
1850,True,True,True,True,True,True
1851,True,True,True,True,True,True
1852,True,True,False,True,True,True
1853,True,True,True,True,True,True
1855,True,True,True,True,True,True
1856,True,True,True,True,True,True
1857,True,True,True,True,True,True
1859,True,True,True,True,True,True
1860,True,True,False,True,True,True
1861,False,False,False,False,False,False
1862,True,True,False,True,True,True
1863,True,True,True,True,True,True
1864,True,True,True,True,True,True
1865,True,True,True,True,True,True
1866,True,True,False,True,True,True
1867,True,True,False,True,True,True
1868,True,True,True,True,True,True
1869,True,True,True,True,True,True
1870,True,True,True,True,True,True
1872,True,True,True,True,True,True
1873,True,True,False,True,True,True
1875,True,True,True,True,True,True
1876,True,True,True,True,True,True
1878,True,True,True,True,True,True
1879,True,True,False,True,True,True
1880,True,True,True,True,True,True
1881,True,True,True,True,True,True
1883,True,True,False,True,True,True
1884,True,True,False,True,True,True
1885,True,True,False,True,True,True
1886,True,True,False,True,True,True
1888,True,True,True,True,True,True
1889,True,True,True,True,True,True
1890,True,True,False,True,True,True
1891,True,True,False,True,True,True
1892,True,True,False,True,True,True
1893,False,False,False,False,False,False
1894,True,True,True,True,True,True
1895,True,True,False,True,True,True
1896,True,True,False,True,True,True
1898,True,True,False,True,True,True
1899,True,True,False,True,True,True
1902,True,True,True,True,True,True
1903,True,True,True,True,True,True
1904,True,True,True,True,True,True
1905,False,False,False,False,False,False
1906,True,True,False,True,True,True
1907,True,True,False,True,True,True
1908,True,True,False,True,True,True
1910,True,True,False,True,True,True
1911,True,True,True,True,True,True
1915,True,True,True,True,True,True
1916,True,True,True,True,True,True
1917,True,True,False,True,True,True
1918,True,True,True,True,True,True
1919,True,True,True,True,True,True
1921,True,True,False,True,True,True
1922,True,True,False,True,True,True
1923,True,True,True,True,True,True
1924,True,True,False,True,True,True
1926,True,True,True,True,True,True
1928,True,True,False,True,True,True
1929,True,True,False,True,True,True
1935,True,True,True,True,True,True
1937,True,True,False,True,True,True
1938,True,True,False,True,True,True
1939,True,True,True,True,True,True
1941,True,True,False,True,True,True
1942,True,True,False,True,True,True
1943,True,True,False,True,True,True
1944,True,True,True,True,True,True
1945,True,True,True,True,True,True
1946,True,True,False,True,True,True
1947,True,True,False,True,True,True
1949,True,True,False,True,True,True
1950,True,True,False,True,True,True
1953,True,True,False,True,True,True
1955,True,True,False,True,True,True
1956,True,True,False,True,True,True
1957,False,False,False,False,False,False
1958,True,True,False,True,True,True
1959,True,True,False,True,True,True
1960,True,True,True,True,True,True
1961,True,True,False,True,True,True
1962,True,True,True,True,True,True
1963,True,True,False,True,True,True
1965,True,True,True,True,True,True
1966,True,True,True,True,True,True
1967,True,True,True,True,True,True
1968,True,True,True,True,True,True
1969,True,True,True,True,True,True
1970,True,True,True,True,True,True
1971,True,True,True,True,True,True
1972,True,True,False,True,True,True
1973,True,True,True,True,True,True
1974,True,True,False,True,True,True
1976,True,True,True,True,True,True
1977,False,False,False,False,False,False
1978,True,True,False,True,True,True
1979,True,True,True,True,True,True
1980,True,True,True,True,True,True
1981,True,True,True,True,True,True
1982,True,True,False,True,True,True
1983,False,False,False,False,False,False
1984,True,True,False,True,True,True
1985,True,True,False,True,True,True
1986,True,True,False,True,True,True
1988,True,True,False,True,True,True
1989,True,True,False,True,True,True
1990,True,True,True,True,True,True
1993,True,True,True,True,True,True
1995,True,True,True,True,True,True
1997,False,False,False,False,False,False
1998,True,True,False,True,True,True
1999,True,True,False,True,True,True
2000,False,False,False,False,False,False
2001,True,True,False,True,True,True
2002,True,True,True,True,True,True
2003,True,True,True,True,True,True
2004,True,True,False,True,True,True
2005,True,True,True,True,True,True
2006,True,True,True,True,True,True
2007,True,True,True,True,True,True
2009,True,True,True,True,True,True
2012,True,True,False,True,True,True
2013,True,True,True,True,True,True
2015,True,True,True,True,True,True
2017,True,True,False,True,True,True
2018,True,True,False,True,True,True
2020,True,True,True,True,True,True
2021,True,True,True,True,True,True
2022,True,True,True,True,True,True
2023,True,True,True,True,True,True
2025,True,True,False,True,True,True
2026,True,True,False,True,True,True
2027,True,True,True,True,True,True
2028,True,True,True,True,True,True
2029,True,True,False,True,True,True
2030,True,True,False,True,True,True
2031,False,False,False,False,False,False
2032,True,True,False,True,True,True
2033,True,True,True,True,True,True
2036,True,True,False,True,True,True
2037,True,True,False,True,True,True
2038,True,True,False,True,True,True
2040,True,True,False,True,True,True
2041,True,True,False,True,True,True
2042,True,True,False,True,True,True
2043,True,True,True,True,True,True
2045,True,True,False,True,True,True
2046,True,True,True,True,True,True
2047,True,True,True,True,True,True
2048,True,True,True,True,True,True
2050,True,True,False,True,True,True
2052,True,True,True,True,True,True
2053,True,True,True,True,True,True
2054,True,True,False,True,True,True
2055,True,True,False,True,True,True
2056,False,False,False,False,False,False
2057,True,True,True,True,True,True
2058,True,True,False,True,True,True
2059,True,True,True,True,True,True
2060,True,True,False,True,True,True
2061,True,True,False,True,True,True
2062,True,True,True,True,True,True
2063,True,True,False,True,True,True
2064,True,True,True,True,True,True
2065,True,True,False,True,True,True
2066,False,False,False,False,False,False
2067,True,True,True,True,True,True
2068,True,True,True,True,True,True
2069,True,True,True,True,True,True
2070,True,True,True,True,True,True
2071,True,True,True,True,True,True
2072,True,True,True,True,True,True
2073,True,True,False,True,True,True
2074,False,False,False,False,False,False
2075,True,True,True,True,True,True
2076,True,True,True,True,True,True
2077,True,True,True,True,True,True
2078,True,True,True,True,True,True
2080,False,False,False,False,False,False
2081,True,True,True,True,True,True
2082,True,True,True,True,True,True
2085,True,True,True,True,True,True
2086,True,True,True,True,True,True
2088,False,False,False,False,True,False
2089,True,True,True,True,True,True
2091,True,True,True,True,True,True
2095,True,True,True,True,True,True
2096,True,True,True,True,True,True
2097,True,True,False,True,True,True
2098,True,True,False,True,True,True
2099,True,True,False,True,True,True
2101,True,True,False,True,True,True
2102,True,True,False,True,True,True
2105,True,True,False,True,True,True
2106,True,True,False,True,True,True
2108,True,True,True,True,True,True
2109,True,True,True,True,True,True
2110,True,True,True,True,True,True
2113,True,True,True,True,True,True
2114,True,True,True,True,True,True
2116,True,True,True,True,True,True
2117,True,True,True,True,True,True
2118,True,True,True,True,True,True
2119,True,True,False,True,False,True
2121,True,True,True,True,True,True
2122,True,True,True,True,True,True
2123,True,True,True,True,True,True
2126,True,True,True,True,True,True
2127,True,True,True,True,True,True
2128,True,True,True,True,True,True
2131,True,True,True,True,True,True
2134,True,True,False,True,True,True
2135,True,True,False,True,True,True
2137,True,True,False,True,True,True
2138,True,True,True,True,True,True
2139,True,True,False,True,True,True
2140,True,True,True,True,True,True
2141,True,True,False,True,True,True
2142,True,True,False,True,True,True
2143,True,True,True,True,True,True
2144,True,True,False,True,True,True
2145,True,True,True,True,True,True
2151,True,True,True,True,True,True
2152,True,True,True,True,True,True
2154,True,True,True,True,True,True
2155,True,True,True,True,True,True
2156,True,True,True,True,True,True
2157,True,True,True,True,True,True
2159,False,False,False,False,False,False
2160,True,True,True,True,True,True
2161,True,True,False,True,True,True
2162,True,True,False,True,True,True
2163,True,True,True,True,True,True
2164,True,True,True,True,True,True
2166,True,True,True,True,True,True
2168,True,True,False,True,True,True
2169,True,True,True,True,True,True
2170,True,True,False,True,True,True
2173,True,True,False,True,True,True
2175,True,True,True,True,True,True
2178,True,True,True,True,True,True
2179,True,True,True,True,True,True
2181,True,True,True,True,True,True
2182,True,True,True,True,True,True
2183,True,True,True,True,True,True
2184,True,True,True,True,True,True
2185,True,True,True,True,True,True
2188,True,True,False,True,True,True
2189,True,True,False,True,True,True
2190,True,True,True,True,True,True
2191,True,True,False,True,True,True
2192,True,True,False,True,True,True
2195,False,False,False,False,False,False
2196,True,True,False,True,True,True
2197,True,True,True,True,True,True
2198,True,True,True,True,True,True
2199,True,True,True,True,True,True
2200,True,True,True,True,True,True
2201,True,True,True,True,True,True
2202,True,True,True,True,True,True
2203,False,False,False,False,False,False
2204,True,True,False,True,True,True
2205,True,True,True,True,True,True
2206,True,True,True,True,True,True
2207,True,True,True,True,True,True
2210,True,True,True,True,True,True
2211,True,True,True,True,True,True
2212,True,True,True,True,True,True
2213,True,True,True,True,True,True
2214,True,True,True,True,True,True
2215,True,True,True,True,True,True
2217,True,True,False,True,True,True
2218,True,True,False,True,True,True
2219,True,True,False,True,True,True
2220,True,True,True,True,True,True
2222,True,True,True,True,True,True
2223,True,True,True,True,True,True
2225,True,True,False,True,True,True
2227,True,True,True,True,True,True
2228,True,True,True,True,True,True
2229,True,True,True,True,True,True
2231,True,True,True,True,True,True
2232,True,True,False,True,True,True
2233,True,True,False,True,True,True
2235,True,True,False,True,True,True
2236,True,True,True,True,True,True
2238,True,True,True,True,True,True
2239,True,True,True,True,True,True
2242,True,True,True,True,True,True
2246,True,True,False,True,True,True
2249,True,True,True,True,True,True
2250,True,True,True,True,True,True
2251,True,True,True,True,True,True
2252,True,True,True,True,True,True
2258,True,True,True,True,True,True
2259,True,True,True,True,True,True
2260,True,True,False,True,True,True
2261,True,True,False,True,True,True
2262,False,False,False,False,False,False
2263,True,True,False,True,True,True
2264,True,True,True,True,True,True
2265,False,False,False,False,False,False
2268,True,True,True,True,True,True
2269,True,True,True,True,True,True
2270,True,True,True,True,True,True
2271,True,True,True,True,True,True
2272,True,True,True,True,True,True
2273,True,True,True,True,True,True
2275,True,True,True,True,True,True
2276,True,True,True,True,True,True
2278,True,True,False,True,True,True
2279,True,True,True,True,True,True
2280,True,True,True,True,True,True
2282,True,True,True,True,True,True
2283,True,True,True,True,True,True
2284,True,True,True,True,False,True
2285,True,True,False,True,True,True
2286,True,True,False,True,True,True
2287,True,True,True,True,True,True
2289,True,True,False,True,True,True
2290,True,True,True,True,True,True
2291,True,True,False,True,True,True
2292,True,True,False,True,True,True
2293,True,True,False,True,True,True
2294,True,True,False,True,True,True
2295,True,True,False,True,True,True
2297,True,True,True,True,True,True
2300,True,True,False,True,True,True
2303,True,True,False,True,True,True
2304,True,True,False,True,True,True
2308,True,True,True,True,True,True
2311,True,True,False,True,True,True
2313,True,True,True,True,True,True
2314,True,True,True,True,True,True
2315,True,True,True,True,True,True
2316,True,True,False,True,True,True
2317,False,False,False,False,False,False
2319,True,True,False,True,True,True
2320,True,True,False,True,True,True
2323,True,True,True,True,True,True
2326,True,True,False,True,True,True
2327,True,True,True,True,True,True
2328,True,True,False,True,True,True
2330,True,True,False,True,True,True
2331,True,True,False,True,True,True
2333,True,True,False,True,True,True
2335,True,True,False,True,True,True
2337,True,True,False,True,True,True
2338,True,True,True,True,True,True
2339,False,False,False,False,False,False
2340,True,True,True,True,True,True
2341,True,True,False,True,True,True
2342,True,True,False,True,True,True
2343,True,True,True,True,True,True
2344,True,True,True,True,True,True
2345,False,False,False,False,False,False
2346,True,True,False,True,True,True
2347,True,True,False,True,True,True
2351,True,True,True,True,True,True
2352,True,True,False,True,True,True
2353,True,True,True,True,True,True
2354,True,True,True,True,True,True
2355,False,False,False,False,False,False
2356,True,True,False,True,True,True
2359,True,True,True,True,True,True
2360,True,True,True,True,True,True
2361,True,True,False,True,True,True
2362,True,True,False,True,True,True
2365,True,True,False,True,True,True
2366,True,True,True,True,True,True
2367,True,True,False,True,True,True
2368,True,True,True,True,True,True
2369,True,True,False,True,True,True
2370,True,True,False,True,True,True
2371,True,True,False,True,True,True
2372,True,True,True,True,True,True
2373,False,False,False,False,False,False
2374,True,True,False,True,True,True
2375,True,True,True,True,True,True
2376,True,True,True,True,True,True
2377,True,True,False,True,True,True
2379,True,True,True,True,True,True
2381,True,True,False,True,True,True
2382,True,True,False,True,True,True
2383,True,True,False,True,True,True
2384,True,True,True,True,True,True
2385,True,True,True,True,True,True
2387,True,True,True,True,True,True
2388,True,True,True,True,True,True
2389,False,False,False,False,False,False
2390,True,True,True,True,True,True
2391,False,False,False,False,False,False
2392,True,True,False,True,True,True
2393,True,True,True,True,True,True
2394,False,False,False,False,False,False
2395,True,True,True,True,True,True
2396,True,True,True,True,True,True
2397,True,True,False,True,True,True
2398,True,True,True,True,True,True
2399,True,True,False,True,True,True
2400,True,True,True,True,True,True
2402,True,True,False,True,True,True
2403,True,True,False,True,True,True
2404,True,True,False,True,True,True
2405,True,True,True,True,True,True
2406,True,True,False,True,True,True
2409,True,True,False,True,True,True
2410,True,True,True,True,True,True
2411,True,True,True,True,True,True
2413,True,True,False,True,True,True
2414,True,True,True,True,True,True
2415,True,True,True,True,True,True
2416,True,True,False,True,True,True
2418,True,True,False,True,True,True
2419,True,True,False,True,True,True
2420,True,True,True,True,True,True
2421,True,True,False,True,True,True
2422,False,False,False,False,False,False
2423,True,True,False,True,True,True
2424,True,True,False,True,True,True
2425,True,True,False,True,True,True
2426,True,True,False,True,True,True
2428,True,True,False,True,True,True
2429,True,True,True,True,True,True
2430,True,True,True,True,True,True
2432,True,True,True,True,True,True
2433,True,True,True,True,True,True
2436,True,True,False,True,True,True
2439,True,True,True,True,True,True
2441,True,True,False,True,True,True
2443,True,True,True,True,True,True
2445,True,True,True,True,True,True
2446,True,True,True,True,True,True
2448,True,True,False,True,True,True
2450,True,True,False,True,True,True
2451,True,True,True,True,True,True
2452,True,True,False,True,True,True
2453,True,True,True,True,True,True
2454,True,True,False,True,True,True
2455,True,True,False,True,True,True
2456,True,True,False,True,True,True
2457,True,True,False,True,True,True
2458,True,True,False,True,True,True
2460,True,True,True,True,True,True
2461,True,True,False,True,True,True
2462,True,True,False,True,True,True
2465,True,True,True,True,True,True
2467,True,True,False,True,True,True
2469,True,True,False,True,True,True
2471,True,True,True,True,True,True
2473,True,True,False,True,True,True
2474,True,True,True,True,True,True
2475,True,True,False,True,True,True
2476,True,True,True,True,True,True
2477,True,True,False,True,True,True
2478,True,True,False,True,True,True
2479,True,True,False,True,True,True
2480,True,True,False,True,True,True
2482,True,True,True,True,True,True
2483,True,True,True,True,True,True
2484,True,True,True,True,True,True
2485,True,True,False,True,True,True
2486,True,True,False,True,True,True
2487,True,True,False,True,True,True
2488,False,False,False,False,False,False
2489,True,True,False,True,True,True
2490,True,True,True,True,True,True
2491,True,True,True,True,True,True
2493,True,True,True,True,True,True
2494,True,True,True,True,True,True
2495,True,True,False,True,False,True
2497,True,True,True,True,True,True
2499,True,True,False,True,True,True
2500,True,True,False,True,True,True
2501,True,True,True,True,True,True
2505,True,True,True,True,True,True
2506,True,True,True,True,True,True
2507,True,True,True,True,True,True
2508,True,True,False,True,True,True
2509,False,False,False,False,False,False
2510,True,True,False,True,True,True
2511,True,True,False,True,True,True
2512,True,True,False,True,True,True
2514,True,True,True,True,True,True
2515,True,True,True,True,True,True
2516,True,True,True,True,True,True
2518,True,True,False,True,True,True
2519,True,True,False,True,True,True
2520,True,True,True,True,True,True
2521,True,True,True,True,True,True
2523,True,True,True,True,True,True
2524,True,True,True,True,True,True
2525,True,True,False,True,True,True
2526,True,True,False,True,True,True
2527,True,True,True,True,True,True
2528,True,True,False,True,True,True
2531,True,True,True,True,True,True
2532,True,True,True,True,True,True
2533,True,True,True,True,True,True
2534,True,True,True,True,True,True
2535,True,True,True,True,True,True
2536,True,True,True,True,True,True
2539,True,True,False,True,True,True
2541,True,True,False,True,True,True
2542,True,True,False,True,True,True
2545,True,True,False,True,True,True
2546,False,False,False,False,False,False
2547,True,True,True,True,True,True
2548,True,True,False,True,True,True
2550,True,True,True,True,True,True
2552,True,True,True,True,True,True
2553,True,True,False,True,True,True
2554,False,False,False,False,False,False
2555,True,True,False,True,True,True
2556,True,True,True,True,True,True
2557,True,True,True,True,True,True
2559,True,True,False,True,True,True
2560,True,True,False,True,True,True
2561,True,True,False,True,True,True
2562,True,True,False,True,True,True
2565,True,True,True,True,True,True
2567,True,True,False,True,True,True
2568,True,True,True,True,True,True
2569,True,True,False,True,True,True
2570,True,True,True,True,True,True
2571,True,True,False,True,True,True
2572,True,True,True,True,True,True
2574,True,True,False,True,True,True
2575,True,True,False,True,True,True
2576,True,True,False,True,True,True
2578,True,True,True,True,False,True
2579,True,True,True,True,True,True
2580,True,True,False,True,True,True
2581,False,False,False,False,False,False
